[1|K0a1]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + L^6*M^4 + L^4*M^6 - L^8 + L^6*M^2 - 2*L^4*M^4 - L^6 + L^4*M^2 - L^2*M^4 + 2*L^2*M^2 - L^2|K11a117]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 - 3*L^8*M^2 + 2*L^6*M^4 + L^4*M^6 - L^6*M^2 - 3*L^4*M^4 + 3*L^4*M^2 - L^2*M^4 - L^4 + 3*L^2*M^2 - 2*L^2|K3a1,K8a14]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 - 3*L^8*M^2 + 3*L^6*M^4 - 4*L^6*M^2 + 2*L^4*M^4 + 2*L^6 - 5*L^4*M^2 + 3*L^4|K11n105]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + 2*L^6*M^4 + 2*L^4*M^4 - L^6 - 4*L^4*M^2 + L^4|mK11n108]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + L^6*M^4 + L^4*M^6 + 2*L^6*M^2 - 2*L^4*M^4 - 2*L^6 + L^4*M^2 - L^2*M^4 - L^4 + 2*L^2*M^2 - L^2|mK11a120]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + L^6*M^4 + L^4*M^6 + 2*L^6*M^2 - 2*L^4*M^4 - L^6 - L^2*M^4 + L^4 + 2*L^2*M^2|mK11a208]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + L^6*M^4 + L^4*M^6 + 3*L^6*M^2 - 3*L^4*M^4 - 3*L^6 + 4*L^4*M^2 - L^2*M^4 - 3*L^4 + 3*L^2*M^2 - 2*L^2|mK11a64]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + L^6*M^4 + L^4*M^6 + L^8 - L^4*M^4 + L^6 - 2*L^4*M^2 - L^2*M^4 + 2*L^4 + L^2*M^2|mK11a150]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + L^6*M^4 + L^4*M^6 + L^8 + L^6*M^2 - 2*L^4*M^4 + L^4*M^2 - L^2*M^4 + 2*L^2*M^2 - L^2|mK11a48]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 2*L^6*M^4 + L^4*M^6 + 2*L^8 - 2*L^6*M^2 - 2*L^4*M^4 + 2*L^6 - L^2*M^4 + L^4 + 2*L^2*M^2 - L^2|K11a204]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 2*L^6*M^4 + L^4*M^6 + 2*L^8 - L^6*M^2 - 3*L^4*M^4 + L^6 + 3*L^4*M^2 - L^2*M^4 - L^4 + 3*L^2*M^2 - 2*L^2|K11a224]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 2*L^6*M^4 + L^4*M^6 + L^8 - 3*L^4*M^4 - L^6 + 3*L^4*M^2 - L^2*M^4 - 2*L^4 + 3*L^2*M^2 - 2*L^2|K11a220]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 2*L^6*M^4 + L^4*M^6 + L^8 - 3*L^4*M^4 - L^6 + 3*L^4*M^2 - L^2*M^4 - 2*L^4 + 3*L^2*M^2 - 2*L^2|K4a1,K7a5]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 2*L^6*M^4 + L^4*M^6 + L^8 - 3*L^4*M^4 - L^6 + 3*L^4*M^2 - L^2*M^4 - 2*L^4 + 3*L^2*M^2 - 2*L^2|mK4a1,K7a5]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 2*L^6*M^4 + L^4*M^6 + L^8 - L^6*M^2 - 2*L^4*M^4 + L^6 - L^4*M^2 - L^2*M^4 + 2*L^4 + 2*L^2*M^2|K11a309]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 3*L^6*M^4 + 2*L^8 - 4*L^6*M^2 + 2*L^4*M^4 + 3*L^6 - 5*L^4*M^2 + 3*L^4|K11n144]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 3*L^6*M^4 + 2*L^8 - 4*L^6*M^2 + 2*L^4*M^4 + 3*L^6 - 5*L^4*M^2 + 3*L^4|mK11n10]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 3*L^6*M^4 + L^8 - 3*L^6*M^2 + 2*L^4*M^4 + L^6 - 5*L^4*M^2 + 2*L^4|mK11n89]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 5*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + 3*L^8 - 3*L^6*M^2 - 4*L^4*M^4 + L^6 + 6*L^4*M^2 - L^2*M^4 - 4*L^4 + 4*L^2*M^2 - 4*L^2|K3a1,K8a6]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 5*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + 3*L^8 - 4*L^6*M^2 - 3*L^4*M^4 + 3*L^6 + 2*L^4*M^2 - L^2*M^4 + 3*L^2*M^2 - 2*L^2|K5a2,K6a2]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 5*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + 4*L^8 - 5*L^6*M^2 - 3*L^4*M^4 + 5*L^6 + 2*L^4*M^2 - L^2*M^4 + L^4 + 3*L^2*M^2 - 2*L^2|K3a1,K8a11]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 5*L^8*M^2 + 4*L^6*M^4 + 3*L^8 - 7*L^6*M^2 + 2*L^4*M^4 + 5*L^6 - 6*L^4*M^2 + 4*L^4|K11n59]
[-L^10*M^2 + 2*L^8*M^4 - L^6*M^6 + L^10 - 6*L^8*M^2 + 5*L^6*M^4 + 5*L^8 - 11*L^6*M^2 + 2*L^4*M^4 + 9*L^6 - 7*L^4*M^2 + 6*L^4|K3a1,K8n3]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + 2*L^10 - 7*L^8*M^2 + 6*L^6*M^4 + L^4*M^6 + 3*L^8 - 5*L^6*M^2 - L^4*M^4 + 2*L^6 - 3*L^4*M^2 - L^2*M^4 + 2*L^4 + 2*L^2*M^2|mK11a321]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + 2*L^10 - 7*L^8*M^2 + 6*L^6*M^4 + L^4*M^6 + 4*L^8 - 6*L^6*M^2 - L^4*M^4 + 3*L^6 - 2*L^4*M^2 - L^2*M^4 + L^4 + 2*L^2*M^2 - L^2|K11a275]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + 2*L^10 - 8*L^8*M^2 + 7*L^6*M^4 + L^4*M^6 + 4*L^8 - 8*L^6*M^2 - L^4*M^4 + 4*L^6 - 4*L^4*M^2 - L^2*M^4 + 3*L^4 + 2*L^2*M^2|mK11a295]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + 2*L^10 - 8*L^8*M^2 + 7*L^6*M^4 + L^4*M^6 + 5*L^8 - 8*L^6*M^2 - 2*L^4*M^4 + 4*L^6 - L^2*M^4 + 3*L^2*M^2 - 2*L^2|K11a49]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + 2*L^10 - 8*L^8*M^2 + 7*L^6*M^4 + L^4*M^6 + 5*L^8 - 9*L^6*M^2 - L^4*M^4 + 5*L^6 - 3*L^4*M^2 - L^2*M^4 + 2*L^4 + 2*L^2*M^2 - L^2|K11a304]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + 2*L^10 - 9*L^8*M^2 + 8*L^6*M^4 + L^4*M^6 + 5*L^8 - 10*L^6*M^2 - 2*L^4*M^4 + 5*L^6 - 2*L^4*M^2 - L^2*M^4 + 2*L^4 + 3*L^2*M^2 - L^2|K11a60]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 - 4*L^8*M^2 + 5*L^6*M^4 + L^4*M^6 - 4*L^6*M^2 - L^4*M^4 + L^6 - L^4*M^2 - L^2*M^4 + L^4 + 2*L^2*M^2 - L^2|K11a212]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 - 5*L^8*M^2 + 6*L^6*M^4 + L^4*M^6 + L^8 - 7*L^6*M^2 - L^4*M^4 + 3*L^6 - 2*L^4*M^2 - L^2*M^4 + 2*L^4 + 2*L^2*M^2 - L^2|K11a100]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 - 5*L^8*M^2 + 7*L^6*M^4 + L^8 - 9*L^6*M^2 + 3*L^4*M^4 + 4*L^6 - 7*L^4*M^2 + 4*L^4|K11n185]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 5*L^8*M^2 + 5*L^6*M^4 + L^4*M^6 + 2*L^8 - 5*L^6*M^2 + 3*L^6 - 4*L^4*M^2 - L^2*M^4 + 3*L^4 + L^2*M^2|K11a276]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 5*L^8*M^2 + 5*L^6*M^4 + L^4*M^6 + L^8 - 3*L^6*M^2 - L^4*M^4 - L^4*M^2 - L^2*M^4 + 2*L^2*M^2 - L^2|K11a213]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 6*L^8*M^2 + 6*L^6*M^4 + L^4*M^6 + 2*L^8 - 6*L^6*M^2 - L^4*M^4 + 3*L^6 - 3*L^4*M^2 - L^2*M^4 + 3*L^4 + 2*L^2*M^2|K11a344]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 6*L^8*M^2 + 6*L^6*M^4 + L^4*M^6 + 3*L^8 - 7*L^6*M^2 - L^4*M^4 + 4*L^6 - 2*L^4*M^2 - L^2*M^4 + 2*L^4 + 2*L^2*M^2 - L^2|K11a116]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 6*L^8*M^2 + 6*L^6*M^4 + L^4*M^6 + 3*L^8 - 7*L^6*M^2 - L^4*M^4 + 4*L^6 - 2*L^4*M^2 - L^2*M^4 + 2*L^4 + 2*L^2*M^2 - L^2|K11a2]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 6*L^8*M^2 + 6*L^6*M^4 + L^4*M^6 + 3*L^8 - 8*L^6*M^2 + 5*L^6 - 5*L^4*M^2 - L^2*M^4 + 4*L^4 + L^2*M^2|K11a328]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 6*L^8*M^2 + 7*L^6*M^4 + 2*L^8 - 8*L^6*M^2 + 3*L^4*M^4 + 3*L^6 - 7*L^4*M^2 + 3*L^4|K11n174]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 7*L^8*M^2 + 7*L^6*M^4 + L^4*M^6 + 3*L^8 - 8*L^6*M^2 - 2*L^4*M^4 + 3*L^6 - L^2*M^4 + 3*L^2*M^2 - 2*L^2|K11a105]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 7*L^8*M^2 + 7*L^6*M^4 + L^4*M^6 + 4*L^8 - 10*L^6*M^2 - L^4*M^4 + 6*L^6 - 3*L^4*M^2 - L^2*M^4 + 3*L^4 + 2*L^2*M^2 - L^2|K11a31]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 7*L^8*M^2 + 7*L^6*M^4 + L^4*M^6 + 4*L^8 - 9*L^6*M^2 - 2*L^4*M^4 + 5*L^6 - L^2*M^4 + L^4 + 3*L^2*M^2 - 2*L^2|K11a20]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 7*L^8*M^2 + 8*L^6*M^4 + 4*L^8 - 12*L^6*M^2 + 3*L^4*M^4 + 7*L^6 - 8*L^4*M^2 + 5*L^4|K11n35]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 7*L^8*M^2 + 8*L^6*M^4 + 4*L^8 - 12*L^6*M^2 + 3*L^4*M^4 + 7*L^6 - 8*L^4*M^2 + 5*L^4|K11n43]
[-L^10*M^2 + 3*L^8*M^4 - 2*L^6*M^6 + L^10 - 8*L^8*M^2 + 9*L^6*M^4 + 6*L^8 - 16*L^6*M^2 + 3*L^4*M^4 + 11*L^6 - 9*L^4*M^2 + 7*L^4|K11n72]
[-L^10*M^2 + L^6*M^6 + L^10 + L^8*M^2 - 6*L^6*M^4 - L^8 + 9*L^6*M^2 - 3*L^6|K10n38]
[-L^10*M^2 + L^8*M^4 + 2*L^10 - 2*L^8*M^2 - 2*L^6*M^4 + L^8 + 5*L^6*M^2 + L^4*M^4 - 2*L^6 - 2*L^4*M^2|K9a10]
[-L^10*M^2 + L^8*M^4 + 2*L^10 - 3*L^8*M^2 - L^6*M^4 + 2*L^8 + 2*L^6*M^2 + L^4*M^4 - 3*L^4*M^2 + L^4|K9a4]
[-L^10*M^2 + L^8*M^4 - 2*L^6*M^4 - 2*L^8 + 4*L^6*M^2 + L^4*M^4 - 2*L^6 - 2*L^4*M^2 + L^4|K9a23]
[-L^10*M^2 + L^8*M^4 + L^10 - 2*L^8*M^2 - L^6*M^4 + L^8 + L^6*M^2 + L^4*M^4 + L^6 - 3*L^4*M^2 + 2*L^4|K9a7]
[-L^10*M^2 + L^8*M^4 + L^10 - L^8*M^2 - 2*L^6*M^4 + 4*L^6*M^2 + L^4*M^4 - L^6 - 2*L^4*M^2 + L^4|K9a18]
[-L^10*M^2 + L^8*M^4 + L^10 - L^8*M^2 - 2*L^6*M^4 - L^8 + 5*L^6*M^2 + L^4*M^4 - 3*L^6 - 2*L^4*M^2|K9a13]
[-L^10*M^2 + L^8*M^4 + L^8*M^2 - 3*L^6*M^4 - 3*L^8 + 7*L^6*M^2 + L^4*M^4 - 4*L^6 - L^4*M^2|K9a38]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 3*L^10*M^2 + 10*L^8*M^4 - 7*L^6*M^6 + 2*L^10 - 15*L^8*M^2 + 18*L^6*M^4 - L^4*M^6 + 7*L^8 - 21*L^6*M^2 + 6*L^4*M^4 + 10*L^6 - 11*L^4*M^2 + 6*L^4|K5a1,K6a2]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 3*L^10*M^2 + 10*L^8*M^4 - 7*L^6*M^6 + 2*L^10 - 16*L^8*M^2 + 19*L^6*M^4 - L^4*M^6 + 9*L^8 - 25*L^6*M^2 + 6*L^4*M^4 + 14*L^6 - 12*L^4*M^2 + 8*L^4|K3a1,K8a5]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 3*L^10*M^2 + 10*L^8*M^4 - 7*L^6*M^6 + L^10 - 14*L^8*M^2 + 18*L^6*M^4 - L^4*M^6 + 5*L^8 - 21*L^6*M^2 + 6*L^4*M^4 + 9*L^6 - 11*L^4*M^2 + 6*L^4|K3a1,K8a2]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 3*L^10*M^2 + 9*L^8*M^4 - 6*L^6*M^6 + 2*L^10 - 11*L^8*M^2 + 12*L^6*M^4 - L^4*M^6 + 3*L^8 - 9*L^6*M^2 + 5*L^4*M^4 + 2*L^6 - 7*L^4*M^2 + 2*L^4|K11a308]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 3*L^10*M^2 + 9*L^8*M^4 - 6*L^6*M^6 + 2*L^10 - 12*L^8*M^2 + 13*L^6*M^4 - L^4*M^6 + 5*L^8 - 13*L^6*M^2 + 5*L^4*M^4 + 6*L^6 - 8*L^4*M^2 + 4*L^4|K11a259]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 3*L^10*M^2 + 9*L^8*M^4 - 6*L^6*M^6 + L^10 - 10*L^8*M^2 + 12*L^6*M^4 - L^4*M^6 + 2*L^8 - 10*L^6*M^2 + 5*L^4*M^4 + 3*L^6 - 7*L^4*M^2 + 3*L^4|K11a203]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 3*L^10*M^2 + 9*L^8*M^4 - 6*L^6*M^6 + L^10 - 11*L^8*M^2 + 13*L^6*M^4 - L^4*M^6 + 3*L^8 - 13*L^6*M^2 + 5*L^4*M^4 + 5*L^6 - 8*L^4*M^2 + 4*L^4|K11a223]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 4*L^10*M^2 + 10*L^8*M^4 - 6*L^6*M^6 + 3*L^10 - 13*L^8*M^2 + 11*L^6*M^4 - L^4*M^6 + 4*L^8 - 7*L^6*M^2 + 5*L^4*M^4 + L^6 - 6*L^4*M^2 + L^4|mK11a206]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 4*L^10*M^2 + 10*L^8*M^4 - 6*L^6*M^6 + 3*L^10 - 14*L^8*M^2 + 12*L^6*M^4 - L^4*M^6 + 5*L^8 - 10*L^6*M^2 + 5*L^4*M^4 + 3*L^6 - 7*L^4*M^2 + 2*L^4|mK11a142]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 4*L^10*M^2 + 10*L^8*M^4 - 6*L^6*M^6 + 3*L^10 - 14*L^8*M^2 + 12*L^6*M^4 - L^4*M^6 + 6*L^8 - 11*L^6*M^2 + 5*L^4*M^4 + 5*L^6 - 7*L^4*M^2 + 3*L^4|mK11a62]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 4*L^10*M^2 + 11*L^8*M^4 - 7*L^6*M^6 + 3*L^10 - 17*L^8*M^2 + 17*L^6*M^4 - L^4*M^6 + 7*L^8 - 18*L^6*M^2 + 6*L^4*M^4 + 7*L^6 - 10*L^4*M^2 + 4*L^4|K4a1,K7a1]
[L^10*M^4 - 2*L^8*M^6 + L^6*M^8 - 4*L^10*M^2 + 11*L^8*M^4 - 7*L^6*M^6 + 3*L^10 - 17*L^8*M^2 + 17*L^6*M^4 - L^4*M^6 + 7*L^8 - 18*L^6*M^2 + 6*L^4*M^4 + 7*L^6 - 10*L^4*M^2 + 4*L^4|mK4a1,K7a1]
[L^10*M^4 - L^8*M^6 - 2*L^10*M^2 + 3*L^8*M^4 + L^6*M^6 - 5*L^6*M^4 - 3*L^8 + 8*L^6*M^2 - 4*L^6|K9a16]
[L^10*M^4 - L^8*M^6 - 3*L^10*M^2 + 4*L^8*M^4 + L^6*M^6 + 2*L^10 - 4*L^8*M^2 - 5*L^6*M^4 + L^8 + 7*L^6*M^2 - 2*L^6|K9a9]
[L^10*M^4 - L^8*M^6 - 3*L^10*M^2 + 4*L^8*M^4 + L^6*M^6 + L^10 - 3*L^8*M^2 - 5*L^6*M^4 - L^8 + 7*L^6*M^2 - 3*L^6|K9a6]
[L^10*M^4 - L^8*M^6 - 4*L^10*M^2 + 5*L^8*M^4 + L^6*M^6 + 3*L^10 - 7*L^8*M^2 - 5*L^6*M^4 + 3*L^8 + 6*L^6*M^2 - L^6|K9a3]
[L^10*M^4 - L^8*M^6 + L^12 - 4*L^10*M^2 + 4*L^8*M^4 + L^6*M^6 + 3*L^10 - 3*L^8*M^2 - 5*L^6*M^4 + 7*L^6*M^2 - 3*L^6|K10n11]
[L^10*M^4 - L^8*M^6 + L^12 - 5*L^10*M^2 + 5*L^8*M^4 + L^6*M^6 + 4*L^10 - 6*L^8*M^2 - 5*L^6*M^4 + 2*L^8 + 6*L^6*M^2 - 2*L^6|K10n5]
[L^10*M^4 - L^8*M^6 + L^12 - 5*L^10*M^2 + 5*L^8*M^4 + L^6*M^6 + 5*L^10 - 7*L^8*M^2 - 5*L^6*M^4 + 4*L^8 + 6*L^6*M^2 - L^6|K10n19]
[-L^10*M^6 + L^8*M^8 - 2*L^12*M^2 + 8*L^10*M^4 - 8*L^8*M^6 + 3*L^12 - 17*L^10*M^2 + 21*L^8*M^4 + 10*L^10 - 22*L^8*M^2 + 8*L^8|K10n29]
[-L^10*M^6 + L^8*M^8 + 6*L^10*M^4 - 8*L^8*M^6 - 10*L^10*M^2 + 21*L^8*M^4 + 4*L^10 - 20*L^8*M^2 + 5*L^8|K9a1]
[-L^10*M^6 + L^8*M^8 - L^12*M^2 + 7*L^10*M^4 - 8*L^8*M^6 + 2*L^12 - 14*L^10*M^2 + 21*L^8*M^4 + 8*L^10 - 21*L^8*M^2 + 7*L^8|K10n1]
[-L^10*M^6 + L^8*M^8 - L^12*M^2 + 7*L^10*M^4 - 8*L^8*M^6 + L^12 - 13*L^10*M^2 + 21*L^8*M^4 + 6*L^10 - 21*L^8*M^2 + 6*L^8|K10n16]
[-L^10*M^6 + L^8*M^8 + L^14 - 4*L^12*M^2 + 9*L^10*M^4 - 8*L^8*M^6 + 6*L^12 - 20*L^10*M^2 + 21*L^8*M^4 + 13*L^10 - 23*L^8*M^2 + 9*L^8|K11n77]
[L^12 - 2*L^10*M^2 + L^6*M^6 + 2*L^10 + 2*L^8*M^2 - 6*L^6*M^4 - 2*L^8 + 9*L^6*M^2 - 4*L^6|K10n31]
[L^12 - 2*L^10*M^2 + L^8*M^4 + 2*L^10 - 2*L^6*M^4 - 2*L^8 + 5*L^6*M^2 + L^4*M^4 - 4*L^6 - 2*L^4*M^2|K3a1,K7a4]
[L^12 - 2*L^10*M^2 + L^8*M^4 + 2*L^10 - 2*L^6*M^4 - L^8 + 4*L^6*M^2 + L^4*M^4 - 2*L^6 - 2*L^4*M^2 + L^4|K5a2,K5a2]
[L^12 - 2*L^10*M^2 + L^8*M^4 + 3*L^10 - 2*L^8*M^2 - L^6*M^4 + 2*L^8 + L^6*M^2 + L^4*M^4 + L^6 - 3*L^4*M^2 + 2*L^4|K3a1,K7a2]
[L^12 - 3*L^10*M^2 + 2*L^8*M^4 + 3*L^10 - 2*L^8*M^2 - 3*L^6*M^4 + 6*L^6*M^2 + L^4*M^4 - 3*L^6 - L^4*M^2|K10a53]
[L^12 - 3*L^10*M^2 + 2*L^8*M^4 + 3*L^10 - 3*L^8*M^2 - 2*L^6*M^4 + L^8 + 3*L^6*M^2 + L^4*M^4 - L^6 - 2*L^4*M^2 + L^4|K10a55]
[L^12 - 3*L^10*M^2 + 2*L^8*M^4 + 4*L^10 - 4*L^8*M^2 - 2*L^6*M^4 + 3*L^8 + 3*L^6*M^2 + L^4*M^4 - 2*L^4*M^2 + L^4|K10a63]
[-L^12 + 3*L^10*M^2 - 3*L^8*M^4 + L^6*M^6 - 6*L^10 + 12*L^8*M^2 - 6*L^6*M^4 - 12*L^8 + 12*L^6*M^2 - 8*L^6|K3a1,K3a1,K3a1]
[L^12 - 3*L^10*M^2 + L^8*M^4 + L^6*M^6 + 4*L^10 - 2*L^8*M^2 - 6*L^6*M^4 + 2*L^8 + 8*L^6*M^2 - 2*L^6|K11n183]
[L^12 - 4*L^10*M^2 + 3*L^8*M^4 + 3*L^10 - 3*L^8*M^2 - 4*L^6*M^4 + 7*L^6*M^2 + L^4*M^4 - 3*L^6|K10a120]
[L^12 - 4*L^10*M^2 + 3*L^8*M^4 + 4*L^10 - 5*L^8*M^2 - 3*L^6*M^4 + 2*L^8 + 5*L^6*M^2 + L^4*M^4 - 2*L^6 - L^4*M^2|K10a101]
[-L^12 + L^10*M^2 - 2*L^8*M^2 + 3*L^6*M^2 - 2*L^6 - 2*L^4*M^2 + L^2*M^2|K11a363]
[-L^12 + L^10*M^2 - 2*L^8*M^2 + L^8 + 2*L^6*M^2 - 2*L^4*M^2 + L^4 + L^2*M^2|K11a343]
[-L^12 + L^10*M^2 + L^10 - 3*L^8*M^2 + 2*L^8 + 3*L^6*M^2 - L^6 - 2*L^4*M^2 + L^2*M^2|K11a362]
[-L^12 + L^10*M^2 - L^10 - L^8*M^2 + L^6*M^2 - L^4*M^2 + L^2*M^2 - L^2|K11a247]
[-L^12*M^2 + 2*L^10*M^4 - L^8*M^6 + 2*L^12 - 7*L^10*M^2 + 4*L^8*M^4 + L^6*M^6 + 5*L^10 - 4*L^8*M^2 - 5*L^6*M^4 + L^8 + 7*L^6*M^2 - 3*L^6|K5a1,K5a2]
[-L^12*M^2 + 2*L^10*M^4 - L^8*M^6 + 2*L^12 - 7*L^10*M^2 + 4*L^8*M^4 + L^6*M^6 + 6*L^10 - 5*L^8*M^2 - 5*L^6*M^4 + 3*L^8 + 7*L^6*M^2 - 2*L^6|K3a1,K7a3]
[-L^12*M^2 + 2*L^10*M^4 - L^8*M^6 + L^12 - 5*L^10*M^2 + 3*L^8*M^4 + L^6*M^6 + 2*L^10 - L^8*M^2 - 5*L^6*M^4 - 2*L^8 + 8*L^6*M^2 - 4*L^6|K3a1,K7a5]
[-L^12*M^2 + 3*L^10*M^4 - 2*L^8*M^6 + 2*L^12 - 10*L^10*M^2 + 9*L^8*M^4 + L^6*M^6 + 7*L^10 - 12*L^8*M^2 - 4*L^6*M^4 + 5*L^8 + 4*L^6*M^2 - L^6|K10a49]
[-L^12*M^2 + 3*L^10*M^4 - 2*L^8*M^6 + 2*L^12 - 9*L^10*M^2 + 8*L^8*M^4 + L^6*M^6 + 6*L^10 - 9*L^8*M^2 - 4*L^6*M^4 + 3*L^8 + 5*L^6*M^2 - 2*L^6|K10a80]
[-L^12*M^2 + 3*L^10*M^4 - 2*L^8*M^6 + L^12 - 8*L^10*M^2 + 8*L^8*M^4 + L^6*M^6 + 4*L^10 - 9*L^8*M^2 - 4*L^6*M^4 + 2*L^8 + 5*L^6*M^2 - 2*L^6|K10a66]
[L^12*M^2 - L^10*M^4 - 2*L^10*M^2 + 4*L^8*M^4 + 2*L^10 - 5*L^8*M^2 - 4*L^6*M^4 + L^8 + 6*L^6*M^2 + L^4*M^4 - 2*L^6|K11a292]
[L^12*M^2 - L^10*M^4 - 2*L^10*M^2 + 4*L^8*M^4 + 3*L^10 - 7*L^8*M^2 - 3*L^6*M^4 + 3*L^8 + 4*L^6*M^2 + L^4*M^4 - L^6 - L^4*M^2|K11a320]
[L^12*M^2 - L^10*M^4 - 2*L^10*M^2 + 4*L^8*M^4 + 4*L^10 - 8*L^8*M^2 - 3*L^6*M^4 + 5*L^8 + 4*L^6*M^2 + L^4*M^4 - L^4*M^2|K11a354]
[L^12*M^2 - L^10*M^4 - 2*L^12 + 2*L^10*M^2 + 2*L^8*M^4 - L^10 - 4*L^8*M^2 - 2*L^6*M^4 + L^8 + 4*L^6*M^2 + L^4*M^4 - L^6 - 2*L^4*M^2|K11a359]
[L^12*M^2 - L^10*M^4 - 2*L^12 + 3*L^10*M^2 + L^8*M^4 - 2*L^10 - 2*L^8*M^2 - L^6*M^4 + 2*L^6*M^2 + L^4*M^4 - 3*L^4*M^2 + L^4|K11a342]
[L^12*M^2 - L^10*M^4 - 2*L^12 + L^10*M^2 + 3*L^8*M^4 - 6*L^8*M^2 - 3*L^6*M^4 + 3*L^8 + 5*L^6*M^2 + L^4*M^4 - L^4*M^2|K11a366]
[L^12*M^2 - L^10*M^4 + 2*L^8*M^4 + L^10 - 2*L^8*M^2 - 2*L^6*M^4 + 3*L^6*M^2 + L^4*M^4 - L^6 - 2*L^4*M^2 + L^4|K11a95]
[L^12*M^2 - L^10*M^4 - L^10*M^2 + 3*L^8*M^4 + 2*L^10 - 4*L^8*M^2 - 3*L^6*M^4 + L^8 + 5*L^6*M^2 + L^4*M^4 - 2*L^6 - L^4*M^2|K11a192]
